,TCGA-D5-6920-01,TCGA-AD-6888-01,TCGA-CM-6170-01,TCGA-AA-3489-01,TCGA-QG-A5Z2-01,TCGA-T9-A92H-01,TCGA-CA-5797-01,TCGA-D5-6538-01,TCGA-CM-5348-01,TCGA-F4-6461-01,TCGA-A6-5665-01,TCGA-CA-6719-01,TCGA-DM-A0XF-01,TCGA-D5-6530-01,TCGA-AZ-6598-01,TCGA-G4-6627-01,TCGA-AZ-6600-01,TCGA-D5-6531-01,TCGA-G4-6306-01,TCGA-AZ-4616-01,TCGA-AZ-5403-01,TCGA-F4-6854-01,TCGA-CK-6747-01,TCGA-DM-A28G-01,TCGA-AU-3779-01,TCGA-QG-A5Z1-01,TCGA-NH-A50T-01,TCGA-AD-6965-01,TCGA-CA-6718-01,TCGA-A6-5667-01,TCGA-G4-6311-01,TCGA-CM-6165-01,TCGA-CM-4751-01,TCGA-NH-A6GA-01,TCGA-CK-5912-01,TCGA-G4-6321-01,TCGA-DM-A1D0-01,TCGA-F4-6463-01,TCGA-G4-6588-01,TCGA-CM-5349-01,TCGA-A6-A566-01,TCGA-NH-A50V-01,TCGA-A6-5664-01,TCGA-D5-6535-01,TCGA-DM-A28H-01,TCGA-CA-5254-01,TCGA-F4-6806-01,TCGA-CM-6172-01,TCGA-CA-6717-01,TCGA-AD-6895-01,TCGA-CM-6167-01,TCGA-AZ-5407-01,TCGA-CM-5864-01,TCGA-AY-A8YK-01,TCGA-CA-6716-01,TCGA-DM-A28M-01,TCGA-AZ-6599-01,TCGA-G4-6315-01,TCGA-AY-6197-01,TCGA-A6-A56B-01,TCGA-A6-2684-11,TCGA-A6-6138-01,TCGA-QG-A5YX-01,TCGA-CM-6171-01,TCGA-A6-5666-01,TCGA-CM-6162-01,TCGA-AY-6196-01,TCGA-DM-A1HB-01,TCGA-G4-6322-01,TCGA-CM-6168-01,TCGA-D5-7000-01,TCGA-QG-A5YV-01,TCGA-DM-A0X9-01,TCGA-A6-2685-11,TCGA-CA-5796-01,TCGA-G4-6297-01,TCGA-AA-3496-01,TCGA-AZ-4323-01,TCGA-G4-6299-01,TCGA-A6-5657-01,TCGA-AY-6386-01,TCGA-A6-6653-01,TCGA-F4-6570-01,TCGA-AA-3655-01,TCGA-DM-A28C-01,TCGA-F4-6460-01,TCGA-F4-6704-01,TCGA-G4-6302-01,TCGA-A6-5659-01,TCGA-DM-A28E-01,TCGA-A6-6654-01,TCGA-A6-5662-01,TCGA-AD-6899-01,TCGA-DM-A28K-01,TCGA-F4-6569-01,TCGA-CM-6169-01,TCGA-CM-6164-01,TCGA-A6-A5ZU-01,TCGA-AA-3712-01,TCGA-AA-3660-01,TCGA-CM-6678-01,TCGA-CM-6166-01,TCGA-DM-A28A-01,TCGA-A6-6780-01,TCGA-D5-6927-01,TCGA-D5-5539-01,TCGA-NH-A50U-01,TCGA-3L-AA1B-01,TCGA-CK-4950-01,TCGA-A6-6650-01,TCGA-CK-5916-01,TCGA-CM-5861-01,TCGA-DM-A1DA-01,TCGA-G4-6586-01,TCGA-F4-6459-01,TCGA-AY-A54L-01,TCGA-A6-5661-01,TCGA-D5-6929-01,TCGA-AZ-6605-01,TCGA-G4-6298-01,TCGA-5M-AAT5-01,TCGA-AU-6004-01,TCGA-RU-A8FL-01,TCGA-A6-6781-01,TCGA-A6-5660-01,TCGA-DM-A285-01,TCGA-A6-2680-11,TCGA-CM-5862-01,TCGA-AA-3713-01,TCGA-DM-A1DB-01,TCGA-D5-6932-01,TCGA-F4-6807-01,TCGA-A6-2675-01,TCGA-G4-6628-01,TCGA-CK-4952-01,TCGA-D5-6922-01,TCGA-D5-6533-01,TCGA-A6-6651-01,TCGA-AA-3511-01,TCGA-A6-2671-11,TCGA-CK-4948-01,TCGA-CM-5868-01,TCGA-F4-6856-01,TCGA-CM-6680-01,TCGA-A6-A565-01,TCGA-G4-6293-01,TCGA-D5-6540-01,TCGA-DM-A288-01,TCGA-F4-6808-01,TCGA-D5-6923-01,TCGA-D5-6536-01,TCGA-D5-6924-01,TCGA-F4-6703-01,TCGA-AA-3663-01,TCGA-5M-AAT4-01,TCGA-CM-5863-01,TCGA-G4-6317-01,TCGA-AD-6964-01,TCGA-CK-6746-01,TCGA-D5-5537-01,TCGA-A6-6137-01,TCGA-AY-A69D-01,TCGA-CK-4947-01,TCGA-DM-A280-01,TCGA-CM-6163-01,TCGA-NH-A8F7-06,TCGA-CM-5344-01,TCGA-CM-6676-01,TCGA-NH-A6GB-01,TCGA-D5-5540-01,TCGA-AD-A5EK-01,TCGA-DM-A1D6-01,TCGA-5M-AATA-01,TCGA-F4-6855-01,TCGA-CK-5913-01,TCGA-CK-5914-01,TCGA-D5-6898-01,TCGA-4N-A93T-01,TCGA-CM-6677-01,TCGA-D5-5538-01,TCGA-F4-6809-01,TCGA-D5-6529-01,TCGA-A6-5656-01,TCGA-CM-6679-01,TCGA-D5-6928-01,TCGA-D5-6539-01,TCGA-DM-A1D4-01,TCGA-A6-6782-01,TCGA-CA-6715-01,TCGA-AZ-6607-01,TCGA-AZ-6603-01,TCGA-AY-A71X-01,TCGA-A6-6652-01,TCGA-AD-6963-01,TCGA-D5-6930-01,TCGA-DM-A1HA-01,TCGA-AD-6890-01,TCGA-CK-6748-01,TCGA-A6-6142-01,TCGA-QL-A97D-01,TCGA-CM-4743-01,TCGA-G4-6309-01,TCGA-A6-A567-01,TCGA-DM-A28F-01,TCGA-DM-A282-01,TCGA-DM-A1D9-01,TCGA-AY-5543-01,TCGA-5M-AATE-01,TCGA-AZ-6606-01,TCGA-AD-6889-01,TCGA-AM-5820-01,TCGA-CM-6674-01,TCGA-CM-6675-01,TCGA-D5-5541-01,TCGA-D5-6931-01,TCGA-DM-A0XD-01,TCGA-NH-A6GC-01,TCGA-D5-6537-01,TCGA-AD-A5EJ-01,TCGA-CM-6161-01,TCGA-WS-AB45-01,TCGA-DM-A1D7-01,TCGA-D5-6926-01,TCGA-G4-6303-01,TCGA-5M-AAT6-01,TCGA-CA-5255-01,TCGA-CK-5915-01,TCGA-NH-A5IV-01,TCGA-CM-5860-01,TCGA-AD-5900-01,TCGA-G4-6295-01,TCGA-G4-6294-01,TCGA-G4-6323-01,TCGA-4T-AA8H-01,TCGA-F4-6805-01,TCGA-CK-6751-01,TCGA-AD-6901-01,TCGA-D5-6534-01,TCGA-A6-6140-01,TCGA-AD-6548-01,TCGA-A6-6141-01,TCGA-AM-5821-01,TCGA-D5-6532-01,TCGA-NH-A8F7-01,TCGA-A6-6648-01,TCGA-DM-A1D8-01,TCGA-SS-A7HO-01,TCGA-A6-6649-01,TCGA-G4-6304-01,TCGA-D5-6541-01,TCGA-G4-6320-01,TCGA-A6-4105-01,TCGA-G4-6626-01,TCGA-QG-A5YW-01,TCGA-G4-6317-02,TCGA-NH-A8F8-01,TCGA-G4-6307-01
Glycolysis / Gluconeogenesis - Homo sapiens (human),8.840664825718839e-17,4.8038496257819275e-17,2.6727591333568582e-17,-9.912705577010326e-19,2.878355989768924e-17,3.4951465590051226e-17,-3.700743415417188e-17,-1.850371707708594e-17,-1.3877787807814457e-17,-2.723188550967365e-17,-2.0947604238210502e-17,1.6148698540002276e-17,-2.3042364662031552e-17,1.3594567648471304e-17,4.270088556250602e-18,2.921639538487254e-17,9.868649107779169e-17,-7.105427357601002e-17,-3.483052626275001e-17,6.055761952500853e-17,1.413011122250199e-17,-2.9890619893754213e-17,4.11193712824132e-18,-4.11193712824132e-18,-3.349350711309066e-17,-2.5620531337503614e-17,5.657867337032047e-17,-1.25685625429263e-17,-4.3332684379502285e-17,1.466332296674735e-17,4.844609562000683e-17,9.912705577010326e-18,-1.0092936587501423e-17,4.353815782843751e-18,1.0884539457109378e-17,-3.398641912117826e-17,8.881784197001253e-18,-3.895519384649672e-18,1.734723475976807e-17,6.28428127146315e-17,2.2013042729636725e-17,-1.6878859421254334e-17,4.4798472923471226e-17,-5.2369010595526256e-18,-4.6084729324063104e-17,-4.11193712824132e-18,-3.0839528461809902e-18,1.6653345369377347e-17,-6.579099405186112e-17,-3.0357660829594124e-17,-9.79608551139844e-18,5.02742501717052e-17,4.353815782843751e-18,2.878355989768924e-17,-2.9527208101732886e-17,7.812680543658509e-17,-1.2810265668751807e-17,0.0,-6.28428127146315e-18,2.1994984450121027e-17,1.2335811384723961e-17,6.59875204587256e-18,-7.619177619976565e-17,-8.346311063661996e-18,-1.466332296674735e-17,-4.0642092865742335e-17,6.891039463190627e-17,-1.708035422500241e-16,8.753681540313734e-17,5.74253288599219e-17,4.163336342344337e-17,4.270088556250602e-18,1.982541115402065e-18,-2.4671622769447922e-17,1.3594567648471304e-17,0.0,-3.766828119263924e-17,2.973811673103098e-17,2.9890619893754213e-17,6.439293542825907e-17,-1.785064470965938e-16,8.163404592832034e-17,2.135044278125301e-18,1.0675221390626505e-16,-6.095342095981252e-17,3.416070845000482e-17,7.93016446160826e-18,2.3790493384824782e-17,-6.493757313845255e-17,-4.0783702945413916e-17,3.568574007723718e-17,9.79608551139844e-18,-1.1485065771984378e-17,4.270088556250602e-18,1.1686558153949016e-17,-9.936496070395151e-17,3.142140635731575e-17,-4.1895208476421e-18,1.214961045816209e-16,-7.87249053825111e-17,-5.74936923466599e-17,6.661338147750939e-18,2.09476042382105e-18,7.686159401251084e-17,-4.3175339846533866e-17,-1.2111523905001707e-17,-2.6645352591003756e-17,-5.756711979537848e-17,-1.1102230246251565e-16,2.1094237467877975e-17,2.2204460492503132e-17,1.6514567491299203e-17,6.938893903907228e-17,6.748414463407814e-17,5.258951169277057e-17,-6.4051328343759035e-18,2.0983215165415458e-16,-5.551115123125783e-17,-1.0705722023171153e-16,1.1102230246251566e-17,2.718913529694261e-17,-1.1956247957501685e-16,2.6645352591003756e-17,5.86532918669894e-17,4.1895208476421e-18,-3.572245380159647e-17,5.02742501717052e-17,-3.6202924716037714e-17,-1.1328806373726087e-17,0.0,-1.1972993402820316e-17,-2.0947604238210502e-17,2.348548705937831e-17,-2.5620531337503614e-17,4.884981308350689e-17,1.6148698540002276e-17,-4.353815782843751e-18,3.568574007723718e-17,-4.844609562000683e-17,4.5231308410654523e-17,5.551115123125783e-17,3.9063402718292546e-17,5.551115123125783e-17,-2.6727591333568582e-17,-2.5320876000222867e-17,-7.750613568137885e-17,1.67580833905684e-17,-2.0816681711721685e-17,-8.707631565687502e-18,0.0,-4.11193712824132e-18,7.54113752575578e-17,3.5059674461847047e-17,-3.9968028886505634e-17,1.592017922103998e-16,1.439177994884462e-17,-6.661338147750939e-17,5.551115123125783e-17,-1.8126090197961738e-17,3.803541843623222e-17,-3.633457171500512e-17,-7.006922275514162e-17,-1.9825411154020653e-17,1.904794404994141e-17,-1.1102230246251566e-17,4.556103921810784e-17,3.172065784643304e-17,-8.540177112501205e-18,-8.673617379884035e-17,0.0,9.063045098980869e-18,2.1769078914218755e-17,2.3945986805640632e-17,-5.15460690004537e-17,1.4945309946877107e-17,-1.6546593155471083e-17,2.9890619893754213e-17,-5.006888150270314e-17,-2.09476042382105e-18,6.887494689804212e-17,5.843279076974508e-18,0.0,1.3322676295501878e-17,6.661338147750939e-17,-3.142140635731575e-18,1.0675221390626506e-17,-3.2653618371328135e-17,3.6658307416868374e-17,-1.0769163338864018e-16,3.4063660982817304e-17,-3.9063402718292546e-17,-1.1521182331015776e-17,-9.436895709313831e-18,3.142140635731575e-17,-5.551115123125783e-17,1.1810883240693155e-17,-1.291483926604774e-16,-2.3042364662031552e-17,4.3615904538845435e-17,6.191628406563373e-17,3.2653618371328135e-17,1.4945309946877107e-17,-3.047671047990626e-17,5.551115123125783e-17,-1.8897413185109047e-17,-8.383316716557304e-17,4.996003610813204e-18,4.3989968900242054e-17,-4.11193712824132e-18,-4.8038496257819275e-17,6.344131569286608e-17,2.2615654205327262e-17,6.966105252550002e-17,4.056584128438072e-17,5.1399214103016507e-17,6.832141690000964e-17,-2.312964634635743e-17,2.6727591333568582e-17,-1.0231467089682815e-16,-6.530723674265627e-18,-1.6653345369377347e-17,2.0947604238210502e-17,-3.918434204559376e-17,4.2700885562506023e-17,3.96508223080413e-18,-9.360960643950318e-18,4.625929269271486e-17,4.270088556250602e-18,7.549516567451065e-17,-4.032413815855521e-17,3.9968028886505634e-17,-8.0953762212251e-18,-1.5543122344752193e-17,-1.0675221390626506e-17,-1.914177628664063e-17,1.921539850312771e-17,2.6122894697062506e-17,-4.7287276974775186e-17,-6.993316601192775e-17,1.2335811384723961e-17,-5.02742501717052e-17,-3.23815048849004e-17,-3.7470027081099036e-17,-1.206764157201257e-18,1.644774851296528e-17,-2.945489657168783e-17,2.0816681711721685e-17,4.0197730201945323e-17,6.4051328343759035e-18,8.707631565687502e-18,-2.0391851472706958e-17,6.330219000055717e-18,1.7415263131375004e-17,-6.167905692361981e-17,4.724353296277262e-17,1.8460076234923004e-17,-1.644774851296528e-17
Citrate cycle (TCA cycle) - Homo sapiens (human),1.8041124150158794e-16,1.5313421029312505e-16,2.6798486801296883e-17,-2.488430917263282e-17,-2.878355989768924e-17,2.7755575615628914e-17,-1.1485065771984378e-17,-4.0091387000352874e-17,-2.540130804108896e-17,1.644774851296528e-17,1.5419764230904951e-16,-3.766828119263924e-17,-9.912705577010326e-18,2.7755575615628914e-17,2.878355989768924e-17,-1.586032892321652e-17,9.71445146547012e-17,-1.419804444953325e-16,-8.524926796228881e-17,-6.579099405186112e-17,6.579099405186112e-17,1.542664805422232e-17,3.766828119263924e-17,4.0245584642661925e-16,-5.3455182667137164e-17,-4.8076622048500084e-17,7.28583859910259e-17,-2.7755575615628914e-17,-8.540177112501205e-17,5.74253288599219e-17,-4.312026925999492e-17,-1.1676483534850784e-16,1.6256837146296934e-16,-7.792911615157348e-17,-3.9650822308041306e-17,2.0816681711721685e-17,6.344131569286608e-17,3.9650822308041306e-17,1.149873846933198e-16,1.644774851296528e-17,4.7580986769649563e-17,1.1102230246251565e-16,-2.2970131543968756e-17,1.1895246692412391e-17,-2.220446049250313e-16,-9.500947037657589e-17,9.912705577010326e-19,-9.379470380453909e-17,9.516197353929913e-17,4.9343245538895844e-17,-3.0839528461809902e-18,-1.2618507062290554e-16,-6.579099405186112e-17,-2.7755575615628914e-17,-3.122502256758253e-17,-4.85722573273506e-17,3.0839528461809905e-17,1.1696992580872185e-16,-2.9738116731030977e-18,3.843079700625542e-17,1.7446361815538174e-16,-1.982541115402065e-18,1.0110959688550533e-16,3.4951465590051226e-17,-6.579099405186112e-17,1.982541115402065e-18,-5.15460690004537e-17,5.947623346206196e-17,7.709882115452476e-17,1.1895246692412391e-17,-1.9825411154020653e-17,-4.3615904538845435e-17,3.854941057726238e-16,2.527739922137633e-17,1.5368365016801936e-16,2.5057116875220547e-17,1.1485065771984378e-17,-1.1895246692412391e-17,-2.7755575615628914e-17,-6.1679056923619804e-18,2.1411444046342305e-16,1.8503717077085943e-16,-3.289549702593056e-17,-1.0507467911630945e-16,-8.996634854721096e-17,4.5231308410654523e-17,-3.96508223080413e-18,-1.586032892321652e-17,-6.270704120568013e-17,-4.55984456542475e-17,-7.93016446160826e-18,-3.9063402718292546e-17,-1.7227598657976568e-17,2.0016040107424697e-17,-4.3615904538845435e-17,1.2810265668751807e-17,-3.254101968728907e-17,-3.568574007723718e-17,-2.9738116731030977e-18,5.74936923466599e-17,0.0,-7.93016446160826e-18,-3.4455197315953135e-17,2.3790493384824782e-17,-1.8437632373239208e-16,9.611653037264086e-17,-4.163336342344337e-17,1.644774851296528e-17,-3.03328790656516e-16,-2.05596856412066e-18,-1.427429603089487e-16,1.5625361087317018e-16,6.6818978333921455e-18,4.9343245538895844e-17,5.263988478826173e-17,-1.3774989379608423e-16,2.6727591333568584e-16,2.3927220358300786e-17,-5.44831669491975e-17,-5.764619550938313e-17,4.2111907830609384e-17,-1.3283025473193837e-16,-7.93016446160826e-18,7.656710514656252e-18,6.752077529571264e-17,7.930164461608261e-17,-3.828355257328126e-18,-4.214735556447354e-17,3.172065784643304e-17,-4.3615904538845435e-17,-5.947623346206196e-17,-1.1102230246251565e-16,2.3790493384824782e-17,1.982541115402065e-18,-5.756711979537848e-17,-2.1055953915304692e-17,3.9650822308041306e-17,-3.828355257328126e-17,7.335402126987641e-17,-7.943837158955862e-17,1.7248107703997968e-16,-3.9650822308041306e-17,1.5419764230904951e-16,-2.7755575615628914e-17,1.1895246692412391e-17,5.4395971853844166e-17,2.878355989768924e-17,-1.7681329651437678e-16,7.369583870356643e-17,4.785444071660157e-17,-8.22387425648264e-18,2.0577409508138678e-17,4.336808689942018e-17,-1.2271562367095192e-16,-1.1513423959075697e-16,-1.3158198810372225e-16,7.93016446160826e-18,6.145877457746403e-17,-6.579099405186112e-17,5.15460690004537e-17,1.3877787807814457e-17,-3.6369374944617196e-17,-1.2688263138573217e-16,-1.603655480014115e-16,1.6653345369377348e-16,-6.891039463190627e-17,-1.586032892321652e-17,-2.1807952269422717e-17,3.700743415417188e-17,2.7755575615628914e-17,-1.3877787807814457e-17,-3.9650822308041306e-17,2.1807952269422717e-17,-1.3260997238578258e-16,1.8635886484779414e-16,-9.046261682130905e-17,0.0,-3.700743415417188e-17,2.4671622769447922e-17,-9.912705577010327e-17,-1.914177628664063e-17,1.0279842820603301e-16,-2.05596856412066e-17,-9.912705577010326e-19,-1.2335811384723961e-17,1.6653345369377348e-16,2.9811544179749577e-17,-3.6677010634938206e-17,-4.7287276974775186e-17,-6.217248937900877e-17,1.982541115402065e-18,9.868649107779169e-17,-2.05596856412066e-17,-1.308477136165363e-16,3.0839528461809905e-17,4.2700885562506023e-17,1.0910812483385159e-16,7.93016446160826e-18,4.3175339846533866e-17,-3.469446951953614e-17,-3.700743415417188e-17,1.9476757371656842e-16,4.5231308410654523e-17,2.4671622769447922e-17,1.6851599480917553e-17,9.188052617587502e-17,1.586032892321652e-17,3.618137535608769e-17,7.401486830834377e-17,1.817925953806065e-16,-5.933950648858595e-17,2.0270565061877135e-17,1.2810265668751807e-17,-7.930164461608261e-17,4.4203324128594195e-17,1.398058623602049e-16,8.22387425648264e-17,-4.163336342344337e-17,-4.9343245538895844e-17,1.5265566588595902e-16,5.756711979537848e-17,-1.36978905584539e-16,6.219304906464998e-17,-4.5231308410654523e-17,3.4455197315953135e-17,1.295260195396016e-16,-8.723180907769087e-17,2.3790493384824782e-17,2.338664241687251e-17,-1.02798428206033e-17,-1.586032892321652e-17,-4.891157245170254e-17,7.632783294297951e-17,-1.784287003861859e-17,-5.551115123125783e-17,9.912705577010327e-17,2.3790493384824782e-17,-4.7580986769649563e-17,3.9650822308041306e-17,8.80521709185469e-17,2.4671622769447922e-17,-4.11193712824132e-17,3.766828119263924e-17,-5.16827959739297e-17,-2.878355989768924e-17,1.586032892321652e-17,7.533656238527848e-17,2.299747693866396e-16,-1.189524669241239e-16,-1.2688263138573217e-16,-7.93016446160826e-18,-5.947623346206196e-17,-3.96508223080413e-18,-8.326672684688674e-17,-1.850371707708594e-17,-2.878355989768924e-17,6.554776562798078e-17
Pentose phosphate pathway - Homo sapiens (human),-2.878355989768924e-17,8.723180907769087e-17,1.1895246692412391e-17,2.4671622769447922e-17,1.0248212535001446e-16,-1.192461767189983e-16,6.344131569286608e-17,1.398058623602049e-16,2.577303450022685e-17,2.312964634635743e-17,-4.270088556250602e-18,1.5543122344752193e-17,9.394194823751324e-17,1.2810265668751807e-17,-3.3093186310942166e-17,-2.7755575615628914e-17,-5.717648576819556e-17,-1.3363795666784291e-17,-5.352861011585576e-17,-5.910909621846898e-18,-3.0839528461809902e-18,-8.429471112894708e-17,-3.289549702593056e-17,5.1399214103016507e-17,-1.02798428206033e-17,6.47630097698008e-17,1.1307827102663631e-17,1.2335811384723961e-17,-5.782411586589357e-18,7.812680543658509e-17,3.803541843623222e-17,0.0,1.5364693644366007e-17,-5.939693181744588e-17,-4.8038496257819275e-17,5.329070518200751e-17,-2.6727591333568582e-17,3.843079700625542e-17,1.644774851296528e-17,8.22387425648264e-18,-4.590345197969397e-17,2.312964634635743e-17,-6.740639792367021e-17,8.22387425648264e-18,-8.429471112894708e-17,5.3455182667137164e-17,-1.8681637433596386e-17,2.215108438555e-17,-2.3790493384824782e-17,2.7755575615628914e-17,0.0,1.3322676295501878e-17,1.7208456881689926e-17,7.038020959677331e-17,3.843079700625542e-17,4.11193712824132e-18,-1.3322676295501878e-17,2.577303450022685e-17,-5.3455182667137164e-17,-6.439293542825907e-17,1.644774851296528e-17,-2.7755575615628914e-17,-6.990293118010245e-17,1.7763568394002505e-17,1.2335811384723961e-17,-8.921435019309294e-17,2.05596856412066e-17,-6.990293118010245e-17,2.878355989768924e-17,4.4203324128594195e-17,-2.878355989768924e-17,-1.3877787807814457e-17,-3.96508223080413e-18,0.0,4.625929269271485e-18,8.22387425648264e-18,4.5231308410654523e-17,-2.6688053476566264e-17,-5.124106267500723e-17,1.9984014443252817e-17,4.11193712824132e-18,-4.3175339846533866e-17,2.312964634635743e-17,-6.167905692361981e-17,5.756711979537848e-17,2.9890619893754213e-17,2.7755575615628914e-17,3.4455197315953135e-17,7.607083687246443e-17,1.2810265668751807e-17,-1.784287003861859e-17,3.843079700625542e-17,5.947623346206196e-17,0.0,-6.1679056923619804e-18,1.6653345369377347e-17,3.6677010634938206e-17,1.7763568394002505e-17,-6.219304906464998e-17,-2.2970131543968756e-17,-2.887849929427461e-17,-1.7763568394002505e-17,5.124106267500723e-17,-2.878355989768924e-17,-1.2810265668751807e-17,2.5620531337503614e-17,1.7763568394002505e-17,-4.7287276974775186e-17,1.8914910789910075e-16,6.550315845288423e-17,-1.0675221390626506e-17,4.11193712824132e-18,-6.832141690000964e-17,-2.3790493384824782e-17,0.0,-7.533656238527848e-17,3.469446951953614e-18,-1.9825411154020653e-17,-1.02798428206033e-17,2.6645352591003756e-17,3.416070845000482e-17,1.586032892321652e-17,3.552713678800501e-17,2.3790493384824782e-17,-1.3877787807814457e-17,-1.6058583034756728e-16,-2.05596856412066e-17,-3.3861802251067274e-17,4.11193712824132e-18,-2.5620531337503614e-17,3.552713678800501e-17,0.0,1.2335811384723961e-17,4.163336342344337e-17,2.413528314402514e-17,-4.7580986769649563e-17,-9.340818716798192e-19,2.584139798696485e-17,-4.3615904538845435e-17,-8.540177112501205e-18,-1.7446361815538174e-16,-5.551115123125783e-17,3.6202924716037714e-17,-2.6645352591003756e-17,-1.708035422500241e-17,-1.7507363080627468e-16,3.2025664171879517e-18,4.163336342344337e-17,2.1807952269422717e-17,7.533656238527848e-17,-5.088522196198634e-17,1.5313421029312504e-17,5.9476233462061954e-18,-2.6645352591003756e-17,1.586032892321652e-17,4.910601839688192e-17,3.568574007723718e-17,-2.1350442781253012e-17,-3.1086244689504386e-17,-1.2810265668751807e-17,-1.586032892321652e-17,0.0,4.2700885562506023e-17,7.259150545626024e-17,1.2335811384723961e-17,1.0903976134711358e-16,4.060537914138304e-17,-3.0729387288732013e-17,-1.1307827102663631e-17,3.8616453030440226e-17,2.2615654205327262e-17,5.329070518200751e-17,2.2204460492503132e-17,6.1679056923619804e-18,2.2615654205327262e-17,2.05596856412066e-17,2.05596856412066e-17,2.6645352591003756e-17,-8.604228440844963e-18,-7.93016446160826e-18,-5.9476233462061954e-18,-2.348548705937831e-17,5.756711979537848e-17,-1.708035422500241e-17,-6.788048384257071e-18,4.270088556250602e-18,-1.5543122344752193e-17,2.153449832247071e-18,1.439177994884462e-17,2.7755575615628914e-17,-2.577303450022685e-17,8.540177112501205e-18,0.0,-5.1399214103016507e-17,6.167905692361981e-17,7.004978607753964e-17,3.172065784643304e-17,5.13992141030165e-18,2.878355989768924e-17,6.938893903907228e-18,3.4392778480235826e-17,1.3877787807814457e-17,8.881784197001253e-18,-8.540177112501205e-18,2.135044278125301e-18,-1.249000902703301e-16,7.771561172376097e-18,3.289549702593056e-17,1.9531701359146273e-17,-3.843079700625542e-17,0.0,9.046261682130905e-17,-6.661338147750939e-17,1.030921380009074e-16,0.0,5.337610695313253e-17,1.3322676295501878e-17,1.784287003861859e-17,7.686159401251084e-17,-1.0092936587501423e-17,-9.483155002006545e-17,-5.337610695313253e-18,2.892317795522869e-17,4.5231308410654523e-17,4.11193712824132e-18,-4.697097411875662e-17,-3.1086244689504386e-17,1.2335811384723961e-17,-2.5620531337503614e-17,-2.028292064219036e-17,3.9968028886505634e-17,-7.549516567451065e-17,-8.881784197001253e-18,-3.289549702593056e-17,-4.11193712824132e-18,0.0,-1.2335811384723961e-17,-3.9968028886505634e-17,-1.644774851296528e-17,-8.018277400070575e-17,7.812680543658509e-17,-1.708035422500241e-17,-7.533656238527848e-17,1.644774851296528e-17,-2.7755575615628914e-17,1.3322676295501878e-17,-2.1447490248440524e-17,1.708035422500241e-17,-2.05596856412066e-17,-1.1564823173178714e-17,-5.66676335485757e-17,7.93016446160826e-18,-5.978123978750843e-17,-7.930164461608261e-17,-1.7763568394002505e-17,2.312964634635743e-17,8.540177112501205e-18
